"virus name","TaxaID","refseq id","Genome.organization"
"Cryphonectria nitschkei chrysovirus 1",399394,"NC_038778,NC_038779,NC_038780,NC_038781","Segmented"
"Cryphonectria parasitica bipartite mycovirus 1",1329781,"NC_021222,NC_021223","Segmented"
"Cryphonectria parasitica mycoreovirus 2 (C18)",404238,"NC_038657","Segmented"
"Cryptosporidium parvum virus 1",675060,"NC_038843,NC_038844","Segmented"
"Cucumber chlorotic leaf virus",2593922,"NC_055582,NC_060103","Segmented"
"Cucumber mosaic virus",12305,"NC_001440,NC_002034,NC_002035","Segmented"
"Cucumber mosaic virus (strain Mf)",255721,"AJ276479,AJ276480,AJ276481","Segmented"
"Cucurbit chlorotic yellows virus",558690,"NC_018173,NC_018174","Segmented"
"Cucurbit leaf crumple virus",134681,"NC_002984,NC_002985","Segmented"
"Cucurbit mild mosaic virus",1131416,"NC_038759,NC_038760","Segmented"
"Cucurbit yellow stunting disorder virus",51330,"NC_004809,NC_004810","Segmented"
"Culex phasma-like virus",2010276,"NC_055213,NC_055214,NC_055215","Segmented"
"Cumuto virus",1457166,"NC_043045,NC_043046,NC_043047","Segmented"
"Cupixi mammarenavirus",208899,"NC_010252,NC_010254","Segmented"
"Currant latent virus",1476584,"NC_029036,NC_029038","Segmented"
"Curvularia thermal tolerance virus",421976,"NC_010985,NC_010986","Segmented"
"Cycas necrotic stunt virus",173976,"NC_003791,NC_003792","Segmented"
"Cypovirus 1",205895,"NC_003016,NC_003017,NC_003018,NC_003019,NC_003020,NC_003021,NC_003022,NC_003023,NC_003024,NC_003025","Segmented"
"Cypovirus 14",205908,"NC_003006,NC_003007,NC_003008,NC_003009,NC_003010,NC_003011,NC_003012,NC_003013,NC_003014,NC_003015","Segmented"
"Cypovirus 5",205899,"NC_010661,NC_010662,NC_010663,NC_010664,NC_010665,NC_010666,NC_010667,NC_010668,NC_010669,NC_010670","Segmented"
"Dalechampia chlorotic mosaic virus",1227356,"NC_018716,NC_018718","Segmented"
"Dante Muikkunen virus 1",2447916,"NC_055441,NC_055442","Segmented"
"Daphnis nerii cypovirus",1986950,"NC_040440,NC_040441,NC_040442,NC_040443,NC_040444,NC_040445,NC_040446,NC_040447","Segmented"
"Dashli virus",1764087,"NC_055378,NC_055379,NC_055380","Segmented"
"Datura leaf distortion virus",1227357,"NC_018715,NC_018717","Segmented"
"Deinbollia mosaic virus",1812308,"NC_029803,NC_029804","Segmented"
"Dendrolimus punctatus cypovirus 22",1577776,"NC_025838,NC_025839,NC_025840,NC_025841,NC_025842,NC_025843,NC_025844,NC_025845,NC_025846,NC_025847,NC_025848,NC_025849,NC_025850,NC_025851,NC_025852,NC_025853","Segmented"
"Dendrolimus punctatus virus",272751,"NC_005898,NC_005899","Segmented"
"Dera Ghazi Khan orthonairovirus",1980520,"NC_034510,NC_034520,NC_034521","Segmented"
"Desmodium leaf distortion virus",361731,"NC_008494,NC_008495","Segmented"
"Desmodium mottle virus",1960710,"NC_039001,NC_040192","Segmented"
"Diadromus pulchellus idnoreovirus 1",37368,"NC_043367,NC_043368,NC_043369,NC_043370,NC_043371,NC_043372,NC_043373","Segmented"
"Dichorhavirus orchidaceae",152177,"NC_009608,NC_009609","Segmented"
"Dicliptera yellow mottle virus",94700,"NC_003856,NC_003857","Segmented"
"Dill cryptic virus 1",1408895,"NC_022614,NC_022615","Segmented"
"Dill cryptic virus 2",1323529,"NC_021147,NC_021148","Segmented"
"Diodia vein chlorosis virus",656520,"NC_038786,NC_038787","Segmented"
"Dioscorea mosaic associated virus",2170181,"NC_031763,NC_031766","Segmented"
"Discula destructiva virus 1",148880,"NC_002797,NC_002800","Segmented"
"Discula destructiva virus 2",160484,"NC_003710,NC_003711","Segmented"
"Dobrava-Belgrade orthohantavirus",1980467,"NC_005233,NC_005234,NC_005235","Segmented"
"Dolichos yellow mosaic virus",333968,"NC_005338,NC_024779","Segmented"
"Drakaea virus A",1647805,"NC_043398,NC_043399","Segmented"
"Drosophila X virus",48981,"NC_004169,NC_004177","Segmented"
"Dugbe orthonairovirus",1980521,"NC_004157,NC_004158,NC_004159","Segmented"
"Durania virus",1006585,"NC_055345,NC_055346,NC_055347","Segmented"
"East African cassava mosaic Cameroon virus",223262,"NC_004625,NC_004630","Segmented"
"East African cassava mosaic Kenya virus",393599,"NC_011583,NC_011584","Segmented"
"East African cassava mosaic Malawi virus",223264,"NC_022644,NC_022645","Segmented"
"East African cassava mosaic Malawi virus-Malawi[K]",223265,"NC_038877","Segmented"
"East African cassava mosaic Zanzibar virus",223275,"NC_004655,NC_004656","Segmented"
"East African cassava mosaic virus",62079,"NC_004674,NC_004676","Segmented"
"East African cassava mosaic virus-Uganda BFA/2008",581119,"FM877474","Segmented"
"Echarate virus",1000646,"NC_055339,NC_055340,NC_055341","Segmented"
"Echinochloa hoja blanca tenuivirus",42630,"NC_038934,NC_038935,NC_038936","Segmented"
"Elm mottle virus",56486,"NC_003568,NC_003569,NC_003570","Segmented"
"Emaravirus cajani",1980429,"NC_029556,NC_029557,NC_029569,NC_029574,NC_029575","Segmented"
"Emaravirus cercidis",1980432,"NC_038852,NC_038853,NC_038854,NC_038855,NC_038856","Segmented"
"Emaravirus cordylinae",2099567,"NC_055641,NC_055642,NC_055643,NC_055644,NC_055645","Segmented"
"Emaravirus fici",1980427,"NC_029562,NC_029563,NC_029564,NC_029565,NC_029566,NC_029568","Segmented"
"Emaravirus idaeobati",1980431,"NC_029558,NC_029559,NC_029560,NC_029561,NC_029567,NC_029571,NC_029572,NC_029573","Segmented"
"Emaravirus kiwii",2660760,"NC_055646,NC_055647,NC_055648,NC_055649,NC_055650,NC_055651","Segmented"
"Emaravirus rosae",1980433,"NC_015298,NC_015299,NC_015300,NC_015301,NC_034979,NC_034980,NC_034981","Segmented"
"Emaravirus toordali",1980430,"NC_030658,NC_030659,NC_030660,NC_030661,NC_030662,NC_030663","Segmented"
"Emaravirus tritici",1980428,"NC_029549,NC_029550,NC_029551,NC_029552,NC_029553,NC_029554,NC_029555,NC_029570","Segmented"
"Enseada virus",1821545,"NC_043612,NC_043613,NC_043614","Segmented"
"Entoleuca phenui-like virus 1",2086640,"NC_055435,NC_055436","Segmented"
"Eothenomys miletus hantavirus LX309",943342,"NC_038528,NC_038529,NC_038530","Segmented"
"Epirus cherry virus",544686,"NC_011065,NC_011066,NC_011067","Segmented"
"Epizootic hemorrhagic disease virus (serotype 1 / strain IbAr22619)",449135,"AM745007,AM745008,AM745009,AM745010,AM745011,AM745012,AM745013,AM745014,AM745015,AM745016","Segmented"
"Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey)",449133,"NC_013396,NC_013397,NC_013398,NC_013399,NC_013400,NC_013401,NC_013402,NC_013403,NC_013404,NC_013405","Segmented"
"Epizootic hemorrhagic disease virus (serotype 2 / strain 439)",449134,"AM744987,AM744988,AM744989,AM744990,AM744991,AM744992,AM744993,AM744994,AM744995,AM744996","Segmented"
"Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta)",10910,"AM744997,AM744998,AM744999,AM745000,AM745001,AM745002,AM745003,AM745004,AM745005,AM745006","Segmented"
"Epizootic hemorrhagic disease virus (serotype 2 / strain Ibaraki)",449142,"AM745077,AM745078,AM745079,AM745080,AM745081,AM745082,AM745083,AM745084,AM745085,AM745086","Segmented"
"Epizootic hemorrhagic disease virus (serotype 4 / strain IbAr 33853)",449136,"AM745017,AM745018,AM745019,AM745020,AM745021,AM745022,AM745023,AM745024,AM745025,AM745026","Segmented"
"Epizootic hemorrhagic disease virus (serotype 5 / strain CSIRO 157)",449137,"AM745027,AM745028,AM745029,AM745030,AM745031,AM745032,AM745033,AM745034,AM745035,AM745036","Segmented"
"Epizootic hemorrhagic disease virus (serotype 6 / strain 318)",449141,"AM745067,AM745068,AM745069,AM745070,AM745071,AM745072,AM745073,AM745074,AM745075,AM745076","Segmented"
"Epizootic hemorrhagic disease virus (serotype 6 / strain CSIRO 753)",449138,"AM745037,AM745038,AM745039,AM745040,AM745041,AM745042,AM745043,AM745044,AM745045,AM745046","Segmented"
"Epizootic hemorrhagic disease virus (serotype 7 / strain CSIRO 775)",449139,"AM745047,AM745048,AM745049,AM745050,AM745051,AM745052,AM745053,AM745054,AM745055,AM745056","Segmented"
"Epizootic hemorrhagic disease virus (serotype 8 / strain CPR 3961A)",449140,"AM745057,AM745058,AM745059,AM745060,AM745061,AM745062,AM745063,AM745064,AM745065,AM745066","Segmented"
"Equine encephalosis virus",201490,"NC_038574,NC_038575,NC_038576,NC_038577,NC_038578,NC_038579,NC_038580,NC_038581,NC_038582,NC_038583","Segmented"
"Eriocheir sinensis reovirus",273810,"NC_043180,NC_043181,NC_043182,NC_043183,NC_043184,NC_043185,NC_043186,NC_043187,NC_043188,NC_043189,NC_043190,NC_043191","Segmented"
"Espirito Santo virus",1127767,"NC_016517,NC_016518","Segmented"
"Estero Real virus",2170057,"NC_055216,NC_055217,NC_055218","Segmented"
"Etheostoma fonticola aquareovirus",1862978,"NC_030405,NC_030406,NC_030407,NC_030408,NC_030409,NC_030410,NC_030411,NC_030412,NC_030413,NC_030414,NC_030415","Segmented"
"Eubenangee virus",40056,"NC_038584,NC_038585,NC_038586,NC_038587,NC_038588,NC_038589,NC_038590,NC_038591,NC_038592,NC_038593","Segmented"
"Euphorbia yellow mosaic virus",598494,"NC_012553,NC_012554","Segmented"
"European mountain ash ringspot-associated virus",1980426,"NC_013105,NC_013106,NC_013107,NC_013108","Segmented"
"Eyach virus",62352,"NC_003696,NC_003697,NC_003698,NC_003699,NC_003700,NC_003701,NC_003702,NC_003703,NC_003704,NC_003705,NC_003706,NC_003707","Segmented"
"Faba bean necrotic stunt virus",283824,"NC_013094,NC_013095,NC_013096,NC_013097,NC_013098,NC_013099,NC_013100,NC_013101","Segmented"
"Faba bean necrotic yellows virus",59817,"NC_003559,NC_003560,NC_003561,NC_003562,NC_003563,NC_003564,NC_003566,NC_024457","Segmented"
"Faba bean yellow leaf virus",1137801,"NC_038904,NC_038905,NC_038906,NC_038907,NC_038908,NC_038909,NC_038910,NC_038911","Segmented"
"Facey's Paddock virus",159143,"NC_055184,NC_055185,NC_055186","Segmented"
"Fako virus",1567404,"NC_025485,NC_025486,NC_025487,NC_025488,NC_025489,NC_025490,NC_025491,NC_025492,NC_025493","Segmented"
"Fall chinook aquareovirus",1963254,"NC_034162,NC_034163,NC_034164,NC_034165,NC_034166,NC_034168,NC_034169,NC_034170,NC_034171,NC_034172,NC_034173","Segmented"
"Farallon virus",248053,"NC_034494,NC_034502,NC_034503","Segmented"
"Fengkai orbivirus",1692107,"NC_027803,NC_027804,NC_027805,NC_027806,NC_027807,NC_027811,NC_027812,NC_027813,NC_027814,NC_027815","Segmented"
"Ferak virus",1664810,"NC_043031,NC_043032,NC_043033","Segmented"
"Fig cryptic virus",882768,"NC_015494,NC_015495","Segmented"
"Fiji disease virus",77698,"NC_007154,NC_007155,NC_007156,NC_007157,NC_007158,NC_007159,NC_007160,NC_007161,NC_007162,NC_007163","Segmented"
"Flammulina velutipes browning virus",568090,"NC_038825,NC_038826","Segmented"
"Flexal mammarenavirus",45220,"NC_010757,NC_010759","Segmented"
"Flock House virus",12287,"NC_004144,NC_004146","Segmented"
"Fort Sherman virus",273345,"NC_043615,NC_043616,NC_043617","Segmented"
"Fragaria chiloensis cryptic virus",335204,"NC_009519,NC_009520,NC_009521","Segmented"
"Fragaria chiloensis latent virus",255238,"NC_006566,NC_006567,NC_006568","Segmented"
"Fugong virus",2847081,"NC_034466,NC_034467,NC_034473","Segmented"
"Fusarium graminearum alternavirus 1",2060778,"NC_036596,NC_036601","Segmented"
"Fusarium graminearum dsRNA mycovirus 2",254946,"NC_055219,NC_055220,NC_055221,NC_055222,NC_055223","Segmented"
"Fusarium graminearum dsRNA mycovirus 4",687918,"NC_013470,NC_013471","Segmented"
"Fusarium oxysporum f. sp. dianthi mycovirus 1",1679238,"NC_027563,NC_027564,NC_027565,NC_027566","Segmented"
"Fusarium poae alternavirus 1",1849539,"NC_030880,NC_030881,NC_030883","Segmented"
"Fusarium poae partitivirus 2",1849533,"NC_030878,NC_030879","Segmented"
"Fusarium poae virus 1",75747,"NC_003883,NC_003884","Segmented"
"Fusarium poae virus 1-240374",1849534,"NC_030877,NC_030882","Segmented"
"Fusarium redolens polymycovirus 1",2546034,"NC_055274,NC_055275,NC_055276,NC_055277,NC_055278,NC_055279,NC_055280,NC_055281","Segmented"
"Fusarium solani virus 1",1511847,"NC_003885,NC_003886","Segmented"
"Gabek Forest virus",629736,"NC_055318,NC_055319,NC_055320","Segmented"
"Gairo mammarenavirus",1535802,"NC_026246,NC_026247","Segmented"
"Gamboa virus",35313,"NC_038729,NC_038730,NC_038731","Segmented"
"Ganda bee virus",1931095,"NC_043642,NC_043643,NC_043644","Segmented"
"Gayfeather mild mottle virus",578305,"NC_012134,NC_012135,NC_012136","Segmented"
"Gentian ovary ringspot virus",1920772,"NC_024501,NC_024502","Segmented"
"Golden Gate virus",1223562,"NC_018482,NC_018483","Segmented"
"Gordil virus",1460451,"NC_055363,NC_055364,NC_055365","Segmented"
"Gossypium punctatum mild leaf curl virus",509532,"NC_011805,NC_012120","Segmented"
"Gouleako virus",603003,"NC_043049,NC_043050,NC_043051","Segmented"
"Grand Arbaud virus",487098,"NC_055333,NC_055334,NC_055335","Segmented"
"Grapevine Anatolian ringspot virus",223769,"NC_018383,NC_018384","Segmented"
"Grapevine Bulgarian latent virus",748667,"NC_015492,NC_015493","Segmented"
"Grapevine Cabernet Sauvignon reovirus",1640277,"NC_027802,NC_027808,NC_027809,NC_027810,NC_027816,NC_035935,NC_035936,NC_035937,NC_035938,NC_035939","Segmented"
"Grapevine chrome mosaic virus",12273,"NC_003621,NC_003622","Segmented"
"Grapevine deformation virus",233784,"NC_017938,NC_017939","Segmented"
"Grapevine fabavirus",1849838,"NC_039072,NC_039073","Segmented"
"Grapevine fanleaf virus",12274,"NC_003615,NC_003623","Segmented"
"Great Island virus",204269,"NC_014522,NC_014523,NC_014524,NC_014525,NC_014526,NC_014527,NC_014528,NC_014529,NC_014530,NC_014531","Segmented"
"Great Saltee virus",1810946,"NC_040512,NC_040513,NC_040514","Segmented"
"Green River chinook virus",1382300,"NC_038624,NC_038625,NC_038626,NC_038627,NC_038628,NC_038629,NC_038630,NC_038631,NC_038632,NC_038633","Segmented"
"Gremmeniella abietina RNA virus MS1",191436,"NC_004018,NC_004019,NC_004020","Segmented"
"Groundnut bud necrosis virus",198612,"NC_003619,NC_003620","Segmented"
"Groundnut chlorotic fan-spot virus",1629551,"NC_055429,NC_055430","Segmented"
"Groundnut ringspot and Tomato chlorotic spot virus reassortant",1027232,"NC_015467,NC_015468,NC_015469","Segmented"
"Groundnut ringspot virus",12675,"NC_043502,NC_043503,NC_043504","Segmented"
"Guajara orthobunyavirus",1933272,"NC_038732,NC_038733,NC_038734","Segmented"
"Guama virus",1678234,"NC_038735,NC_038736,NC_038737","Segmented"
"Guanarito mammarenavirus",45219,"NC_005077,NC_005082","Segmented"
"Guangxi orbivirus",2306813,"NC_040474,NC_040475,NC_040476,NC_040477,NC_040478,NC_040479,NC_040480,NC_040481,NC_040482,NC_040847","Segmented"
"Guaroa virus",80941,"NC_034486,NC_034487,NC_034506","Segmented"
"Guertu virus",1763596,"NC_043609,NC_043610,NC_043611","Segmented"
"Haartman Institute snake virus",1672380,"NC_043443,NC_043444","Segmented"
"Hainan oriental leaf-toed gecko hantavirus",2116437,"NC_055170","Segmented"
"Hantaan orthohantavirus",1980471,"NC_005218,NC_005219,NC_005222","Segmented"
"Hantavirus Z10",93830,"NC_006433,NC_006435,NC_006437","Segmented"
"Hazara virus",11596,"NC_038709,NC_038710,NC_038711","Segmented"
"Heartland virus",1216928,"NC_024494,NC_024495,NC_024496","Segmented"
"Helicoverpa armigera stunt virus",37206,"NC_001981,NC_001982","Segmented"
"Helminthosporium victoriae 145S virus",164750,"NC_005978,NC_005979,NC_005980,NC_005981","Segmented"
"Herbert virus strain F23/CI/2004",1230253,"NC_038712,NC_038713,NC_038714","Segmented"
"Heterobasidion annosum P-type partitivirus",186815,"NC_043393","Segmented"
"Heterobasidion partitivirus 1",942041,"NC_038827,NC_038828","Segmented"
"Heterobasidion partitivirus 12",1469905,"NC_038829,NC_038830","Segmented"
"Heterobasidion partitivirus 13",1469906,"NC_038831,NC_038832","Segmented"
"Heterobasidion partitivirus 15",1469908,"NC_038833,NC_038834","Segmented"
"Heterobasidion partitivirus 2",872291,"NC_038839,NC_038840","Segmented"
"Heterobasidion partitivirus 3",631431,"NC_038835,NC_038836","Segmented"
"Heterobasidion partitivirus 7",1387301,"NC_035485,NC_035486","Segmented"
"Heterobasidion partitivirus 8",1249677,"NC_038841,NC_038842","Segmented"
"Hibiscus golden mosaic virus",2569569,"NC_055521,NC_055522","Segmented"
"Hibiscus green spot virus 2",1513278,"NC_016141,NC_016142,NC_016143","Segmented"
"Homalodisca vitripennis reovirus",411854,"NC_012535,NC_012536,NC_012537,NC_012538,NC_012539,NC_012540,NC_012541,NC_012542,NC_012543,NC_012544,NC_012545,NC_012546","Segmented"
"Hop trefoil cryptic virus 2",1323523,"NC_021098,NC_021099","Segmented"
"Horsegram yellow mosaic virus",263793,"NC_005635,NC_005636","Segmented"
"Huangpi Tick Virus 1",1608047,"NC_031135,NC_031136,NC_031137","Segmented"
"Huangpi Tick Virus 2",1608048,"NC_031138,NC_031139,NC_031140","Segmented"
"Hubei Wuhan insect virus 9",1922833,"NC_033325,NC_033326","Segmented"
"Hubei chuvirus-like virus 1",1922857,"NC_033327,NC_033328","Segmented"
"Hubei diptera virus 12",1922873,"NC_033303,NC_033330","Segmented"
"Hubei diptera virus 13",1922874,"NC_033331,NC_033332","Segmented"
"Hubei diptera virus 14",1922875,"NC_033304,NC_033329","Segmented"
"Hubei diptera virus 17",1922878,"NC_033301,NC_033302","Segmented"
"Hubei diptera virus 18",1922879,"NC_032156,NC_032157","Segmented"
"Hubei diptera virus 3",1922884,"NC_032158,NC_032159,NC_032160","Segmented"
"Hubei diptera virus 4",1922885,"NC_032278,NC_032279,NC_032280","Segmented"
"Hubei diptera virus 5",1922886,"NC_032276,NC_032277,NC_032281","Segmented"
"Hubei insect virus 2",1922898,"NC_032161,NC_032162,NC_032163,NC_032164,NC_032165,NC_032166,NC_032167,NC_032168,NC_032169,NC_032170","Segmented"
"Hubei lepidoptera virus 1",1922903,"NC_032256,NC_032257,NC_032282","Segmented"
"Hubei lepidoptera virus 3",1922905,"NC_032258,NC_032259,NC_032260,NC_032261,NC_032262,NC_032263,NC_032264,NC_032265,NC_032266,NC_032267","Segmented"
"Hubei mosquito virus 2",1922926,"NC_033305,NC_033306","Segmented"
"Hubei myriapoda virus 5",1922934,"NC_033759,NC_033760,NC_033761","Segmented"
"Hubei myriapoda virus 9",1922938,"NC_033762,NC_033763","Segmented"
"Hubei noda-like virus 8",1922988,"NC_033309,NC_033310","Segmented"
"Hubei noda-like virus 9",1922989,"NC_033307,NC_033308","Segmented"
"Hubei odonate virus 8",1923003,"NC_032151,NC_032152,NC_032153","Segmented"
"Hubei odonate virus 9",1923004,"NC_032135,NC_032136,NC_032137","Segmented"
"Hubei orthoptera virus 4",1923012,"NC_033311,NC_033312","Segmented"
"Hubei partiti-like virus 11",1923017,"NC_032138,NC_032139","Segmented"
"Hubei qinvirus-like virus 1",1938657,"NC_033282,NC_033283","Segmented"
"Hubei tetragnatha maxillosa virus 6",1923248,"NC_032268,NC_032269","Segmented"
"Hubei tetragnatha maxillosa virus 8",1923250,"NC_033313,NC_033314,NC_033315,NC_033316","Segmented"
"Hubei unio douglasiae virus 1",1923321,"NC_033280,NC_033281","Segmented"
"Human picobirnavirus",145856,"NC_007026,NC_007027","Segmented"
"Human rotavirus B",10942,"NC_021541,NC_021542,NC_021543,NC_021544,NC_021545,NC_021546,NC_021547,NC_021548,NC_021549,NC_021550,NC_021551","Segmented"
"Humulus japonicus latent virus",269213,"NC_006064,NC_006065,NC_006066","Segmented"
"Hunter Island virus",1457386,"NC_027715,NC_027716,NC_027717","Segmented"
"Hybanthus yellow mosaic virus",1884874,"NC_055543,NC_060098","Segmented"
"Iaco virus",273356,"NC_043567,NC_043568,NC_043569","Segmented"
"Ichnoviriform fugitivi",265522,"NC_008946,NC_008947,NC_008948,NC_008949,NC_008950,NC_008951,NC_008952,NC_008953,NC_008954,NC_008955,NC_008956,NC_008957,NC_008958,NC_008959,NC_008960,NC_008961,NC_008962,NC_008963,NC_008964,NC_008965,NC_008966,NC_008967,NC_008968,NC_008969,NC_008970,NC_008971,NC_008972,NC_008973,NC_008976,NC_008977,NC_008978,NC_008979,NC_008980,NC_008981,NC_008982,NC_008983,NC_008984,NC_008985,NC_008986,NC_008987,NC_008988,NC_008989,NC_008990,NC_008991,NC_008992,NC_008993,NC_008994,NC_008995,NC_008996,NC_008997,NC_008998,NC_008999,NC_009000,NC_009001,NC_009002,NC_009003","Segmented"
"Ichnoviriform fumiferanae",419435,"NC_008837,NC_008838,NC_008839,NC_008840,NC_008841,NC_008842,NC_008843,NC_008844,NC_008845,NC_008846,NC_008847,NC_008848,NC_008849,NC_008850,NC_008851,NC_008852,NC_008853,NC_008854,NC_008855,NC_008856,NC_008857,NC_008858,NC_008859,NC_008860,NC_008861,NC_008862,NC_008863,NC_008864,NC_008865,NC_008866,NC_008867,NC_008868,NC_008869,NC_008870,NC_008871,NC_008872,NC_008873,NC_008874,NC_008875,NC_008876,NC_008877,NC_008878,NC_008879,NC_008880,NC_008881,NC_008882,NC_008883,NC_008884,NC_008885,NC_008886,NC_008887,NC_008888,NC_008889,NC_008890,NC_008891,NC_008892,NC_008893,NC_008894,NC_008895,NC_008896,NC_008897,NC_008898,NC_008899,NC_008900,NC_008901,NC_008902,NC_008903,NC_008904,NC_008905,NC_008906,NC_008907,NC_008908,NC_008909,NC_008910,NC_008911,NC_008912,NC_008913,NC_008914,NC_008915,NC_008916,NC_008917,NC_008918,NC_008919,NC_008920,NC_008921,NC_008922,NC_008923,NC_008924,NC_008925,NC_008926,NC_008927,NC_008928,NC_008929,NC_008930,NC_008931,NC_008932,NC_008933,NC_008934,NC_008935,NC_008936,NC_008937,NC_008938,NC_008939,NC_008940,NC_008941","Segmented"
"Ichnoviriform sonorense",10484,"NC_007985,NC_007986,NC_007987,NC_007988,NC_007989,NC_007990,NC_007991,NC_007992,NC_007993,NC_007994,NC_007995,NC_007996,NC_007998,NC_007999,NC_008000,NC_008001,NC_008002,NC_008003,NC_008004,NC_008005,NC_008006,NC_008007,NC_008008","Segmented"
"Icoaraci virus",426790,"NC_055420,NC_055421,NC_055422","Segmented"
"Ilesha virus",273341,"NC_043585,NC_043586,NC_043587","Segmented"
"Imjin virus",467989,"NC_034557,NC_034558,NC_034564","Segmented"
"Impatiens necrotic spot virus",11612,"NC_003616,NC_003624,NC_003625","Segmented"
"Inachis io cypovirus 2",1382295,"NC_023486,NC_023487,NC_023488,NC_023489,NC_023490,NC_023491,NC_023492,NC_023493,NC_023494,NC_023495","Segmented"
"Indian cassava mosaic virus",31600,"NC_001932,NC_001933","Segmented"
"Indian cassava mosaic virus-[Maharashtra]",223281,"AJ314739,AJ314740","Segmented"
"Indian peanut clump virus",32629,"NC_004729,NC_004730","Segmented"
"Infectious bursal disease virus",10995,"NC_004178,NC_004179","Segmented"
"Infectious pancreatic necrosis virus",11002,"NC_001915,NC_001916","Segmented"
"Infectious salmon anemia virus",2907958,"NC_006497,NC_006505","Segmented"
"Influenza A virus (A/California/04/2009(H1N1))",641501,"FJ966079,FJ966080,FJ966081,FJ966082,FJ966083,FJ966084,FJ966085,FJ966086","Segmented"
"Influenza A virus (A/California/07/2009(H1N1))",641809,"NC_026431,NC_026432,NC_026433,NC_026434,NC_026435,NC_026436,NC_026437,NC_026438","Segmented"
"Influenza A virus (A/Hong Kong/1073/99(H9N2))",130760,"NC_004905,NC_004906,NC_004907,NC_004908,NC_004909,NC_004910,NC_004911,NC_004912","Segmented"
"Influenza A virus (A/Korea/426/1968(H2N2))",488241,"NC_007374,NC_007375,NC_007376,NC_007377,NC_007378,NC_007380,NC_007381,NC_007382","Segmented"
"Influenza A virus (A/New York/392/2004(H3N2))",335341,"NC_007366,NC_007367,NC_007368,NC_007369,NC_007370,NC_007371,NC_007372,NC_007373","Segmented"
"Influenza A virus (A/New York/599/1996(H3N2))",370519,"CY011128,CY011129,CY011130,CY011131,CY011132,CY011133,CY011134,CY011135","Segmented"
"Influenza A virus (A/New York/602/1996(H3N2))",370522,"CY011136,CY011137,CY011138,CY011139,CY011140,CY011141,CY011142,CY011143","Segmented"
"Influenza A virus (A/Northern Territory/60/1968(H3N2))",370128,"CY011120,CY011121,CY011122,CY011123,CY011124,CY011125,CY011126,CY011127","Segmented"
"Influenza A virus (A/Puerto Rico/8/1934(H1N1))",211044,"NC_002016,NC_002017,NC_002018,NC_002019,NC_002020,NC_002021,NC_002022,NC_002023","Segmented"
"Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1))",183764,"AF389115,AF389116,AF389117,AF389118,AF389119,AF389120,AF389121,AF389122","Segmented"
"Influenza A virus (A/Shanghai/02/2013(H7N9))",1332244,"NC_026422,NC_026423,NC_026424,NC_026425,NC_026426,NC_026427,NC_026428,NC_026429","Segmented"
"Influenza A virus (A/goose/Guangdong/1/1996(H5N1))",93838,"NC_007357,NC_007358,NC_007359,NC_007360,NC_007361,NC_007362,NC_007363,NC_007364","Segmented"
"Influenza A virus (A/mallard/Maryland/881/2002(H6N2))",370213,"CY011112,CY011113,CY011114,CY011115,CY011116,CY011117,CY011118,CY011119","Segmented"
"Influenza B virus (B/Lee/1940)",518987,"NC_002204,NC_002205,NC_002206,NC_002207,NC_002208,NC_002209,NC_002210,NC_002211","Segmented"
"Influenza B virus (B/Memphis/12/97)",98832,"AY260941,AY260942,AY260943,AY260944,AY260945,AY260946,AY260947,AY260948","Segmented"
"Influenza B virus (B/Memphis/12/97-MA)",228675,"AY260949,AY260950,AY260951,AY260952,AY260953,AY260954,AY260955,AY260956","Segmented"
"Influenza C virus (C/Ann Arbor/1/50)",11553,"NC_006306,NC_006307,NC_006308,NC_006309,NC_006310,NC_006311,NC_006312","Segmented"
"Influenza D virus (D/swine/Oklahoma/1334/2011)",1173138,"NC_036615,NC_036616,NC_036617,NC_036618,NC_036619,NC_036620,NC_036621","Segmented"
"Ingwavuma virus",159145,"NC_043588,NC_043589,NC_043590","Segmented"
"Ippy mammarenavirus",55096,"NC_007905,NC_007906","Segmented"
"Iranian wheat stripe tenuivirus",236807,"NC_038748,NC_038749,NC_038750","Segmented"
"Iris yellow spot virus",60456,"NC_029799,NC_029800,NC_038232","Segmented"
"Isaria javanica chrysovirus 1",1930960,"NC_033277,NC_033278,NC_033317,NC_033318","Segmented"
"Isavirus salaris",55987,"NC_006498,NC_006499,NC_006500,NC_006501,NC_006502,NC_006503","Segmented"
"Itaituba virus",655689,"NC_055306,NC_055307,NC_055308","Segmented"
"Itaporanga virus",629735,"NC_055321,NC_055322,NC_055323","Segmented"
"Ixcanal virus",1006586,"NC_055348,NC_055349,NC_055350","Segmented"
"Jacquemontia mosaic Yucatan virus",1198450,"NC_038796,NC_038797","Segmented"
"Jacquemontia yellow mosaic virus",1490227,"NC_038960,NC_040181","Segmented"
"Jacquemontia yellow vein virus",1982675,"NC_043526,NC_050697","Segmented"
"Jamestown Canyon virus",35511,"NC_043558,NC_043559,NC_043560","Segmented"
"Japanese holly fern mottle virus",659660,"NC_013133,NC_013134","Segmented"
"Japanese soil-borne wheat mosaic virus",2030954,"NC_038850,NC_038851","Segmented"
"Jatobal virus",150058,"NC_043576,NC_043577,NC_043578","Segmented"
