"TaxaID","comment"
204987,"Chicken"
169693,"Synonym: Hibiscus esculentus"
218849,"Kamiti River virus (KRV) was isolated from Aedes macintoshi and was identified as an insect-only flavivirus that fails to replicate in vertebrate cells or in mice."
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
185782,"Culture cell line: FHM cells"
72750,"Nicotiana benthamiana"
72750,"Vector: Trialeurodes vaporariorum"
72750,"Vector: Trialeurodes vaporariorum"
72750,"Vector: Trialeurodes vaporariorum"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980471,"Culture cell line: A549 cells"
1980490,"Culture cell line: Vero E6 cells"
1980490,"Isolation."
12402,"Streptococcus pneumoniae strain 101"
1980519,"Culture cell line: SW-13 cells"
1980519,"Culture cell line: SW-13 cells"
1980519,"Culture cell line: SW-13 cells"
1980519,"Culture cell line: SW-13 cells"
1980519,"Culture cell line: SW-13 cells"
1980519,"Culture cell line: SW-13 cells"
114921,"Common name: sugar beet"
114921,"laboratory host: Beta vulgaris  Spinacia oleracea"
114921,"laboratory host: Beta vulgaris  Spinacia oleracea"
228897,"Sida micrantha Schr."
228897,"Sida micrantha Schr."
241630,"Culture cell line:  BHK"
260378,"Capsicum annuum cv. Cayenne Long"
260378,"Solanum lycopersicum cv. Glamour"
260378,"Nicotiana tabacum cv. Havana"
260378,"Solanum melongena cv. Black beauty"
260378,"Solanum aethiopicum cv. Soxna"
12390,"L. lactis subsp. cremoris strains 3107 and Wg2"
270140,"tomato"
64958,"tomatoes"
64958,"tomatoes"
270146,"Hypothetical host."
270146,"Hypothetical host."
270146,"Hypothetical host. Solanum dubium is also a hypothetical host."
279530,"Strain s198B1A"
256548,"Culture cell line: 293T cells  HeLa cells  SkOV3 cells  SNB75 cells  MDBK cells\nLaboratory host: Mus musculus"
256548,"Culture cell line: 293T cells  HeLa cells  SkOV3 cells  SNB75 cells  MDBK cells\nLaboratory host: Mus musculus"
256548,"Culture cell line: 293T cells  HeLa cells  SkOV3 cells  SNB75 cells  MDBK cells\nLaboratory host: Mus musculus"
260827,"Strain K-43 pilot  MY-78-94  K-47 pilot  K-40 pilot"
41763,"Triticum aestivum L."
41763,"Agropyron repens (L.) Beauv."
41764,"barley"
41764,"Triticum aestivum L."
216371,"Aspergillus ochraceous => Aspergillus ochraceus"
216371,"Aspergillus ochraceous => Aspergillus ochraceus"
164750,"Helminthosporium victoriae => Helminthosporium victoriae F. Meehan & H.C. Murphy  1946"
164750,"Helminthosporium victoriae => Helminthosporium victoriae F. Meehan & H.C. Murphy  1946"
164750,"Helminthosporium victoriae => Helminthosporium victoriae F. Meehan & H.C. Murphy  1946"
164750,"Helminthosporium victoriae => Helminthosporium victoriae F. Meehan & H.C. Murphy  1946"
167021,"geranium"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
40050,"Culture cell line: BHK21"
274495,"The virus is closely associated with lettuce ring necrosis disease."
274495,"The virus is closely associated with lettuce ring necrosis disease."
274495,"The virus is closely associated with lettuce ring necrosis disease."
274495,"The virus is closely associated with lettuce ring necrosis disease."
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
12271,"Vector: Xiphinema diversicaudatum"
253702,"Opuntia sp."
252602,"Culture cell line: IgH-2 cells  VH-2 cells"
252602,"Culture cell line: IgH-2 cells  VH-2 cells"
252602,"Culture cell line: IgH-2 cells  VH-2 cells"
252602,"Culture cell line: IgH-2 cells  VH-2 cells"
172296,"bovine  cattle"
146500,"cucurbits"
146500,"pea"
146500,"orchids"
281492,"Culture cell line: chicken eggs"
66200,"Daucus carota carota"
2905673,"Culture cell line: Vero cells"
2905673,"Culture cell line: Vero cells"
2905673,"Culture cell line: Vero cells"
2905673,"Culture cell line: Vero cells"
2905673,"Culture cell line: Vero cells"
2905673,"Culture cell line: Vero cells"
2905673,"Culture cell line: Vero cells"
2905673,"Culture cell line: Vero cells"
245101,"Cryphonectria parasitica"
93830,"Detection by RT-PCR from Z10 virus infected cells."
93830,"Detection by RT-PCR from Z10 virus infected cells."
93830,"Detection by RT-PCR from Z10 virus infected cells."
263004,"The SPCFV isolate ""Hoima 4"" originated from a sweet potato plant showing leaf chlorosis and growing in a farmer's field in Kifumura village  Hoima district  mid-western Uganda."
64286,"Host include Austrian wild birds."
2870363,"Culture cell line: DK cells"
300180,"Culture cell line: Vero E6 cells"
300180,"Culture cell line: Vero E6 cells"
238854,"Synechococcus sp. SynWH7803 => Synechococcus sp. WH7803"
194397,"Strain DK21"
300740,"Mentha spp."
301865,"Mentha x gracilis 'Variegata'"
302069,"Inferred from RefSeq record (NC_006956): country=""Tanzania"" note=""geminivirus ACMV satellite""."
302070,"Inferred from RefSeq record (NC_006956): country=""Tanzania"" note=""geminivirus ACMV satellite""."
28351,"Mentha x gracilis"
28351,"Mentha x gracilis"
305674,"odocoileus hemionus"
300879,"Arabidopsis thaliana"
300879,"cowpea (Vigna unguiculata cv. California Blackeye)"
300879,"Nicotiana benthamiana"
300879,"Cassia pleurocarpa  Cassia torosa"
300879,"Chenopodium quinoa"
300879,"Gomphrena globosa L. cv. Buddy Mix"
300879,"Cassia sophera"
300879,"Cassia pleurocarpa  Cassia torosa"
300879,"Cassia pleurocarpa  Cassia torosa"
1411991,"Musa acuminata"
310750,"Douglas-fir"
221262,"Panicum glaucum"
221262,"Pennisetum centrasiaticum"
221262,"Setaria vulgare"
221262,"Sorghum bicolor (Atlas)  Sorghum vulgare (Xin-Liang 7)  Sorghum vulgare (Xin-Liang 52)"
221262,"maize"
221262,"Arthraxon prionodes"
307110,"Gossypium barbadense"
223323,"waxy gourd (Benicasa hispida)"
269275,"waxy gourd (Benicasa hispida)"
674971,"Strain NIBH N1-27"
210827,"Synonym: Coniothyrium minitans"
352248,"Phobocampe tempestiva"
11080,"Vector."
11080,"Vector."
11080,"Vector."
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21 CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
173082,"Culture cell line: CHSE-21  CHH-1"
1001533,"cattle"
337824,"Sida leaf curl virus"
260479,"Nicotiana tabacum"
28288,"Hyphantria cunea"
165432,"Cucumis sativus"
165432,"Nicotiana benthamiana"
165432,"Nicotiana clevelandii"
10484,"Heliothis virescens"
2170238,"glassy-winged sharpshooter  Homalodisca coagulata"
338903,"goat"
43763,"Common name: sevenband grouper"
43763,"Common name: sevenband grouper"
1006061,"chicken"
392174,"Malva neglecta Wallr."
163325,"Lycopersicum escultentum => Lycopersicon esculentum"
163325,"Lycopersicum escultentum => Lycopersicon esculentum"
163325,"Lycopersicum escultentum => Lycopersicon esculentum"
1246677,"Culture cell line: RAW 264.7 cells"
400121,"Larus argentatus"
400122,"Chloebia gouldiae"
1397670,"Host helper is inferred from the name of the satellite."
388038,"Cucumis melo"
44026,"Common name: mosquitos"
1307954,"Culture cell line: IPLB-LD-652Y cells"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
185954,"Vector: Delphacodes kuscheli"
370833,"N.benthamiana"
370833,"N.glutinosa"
294365,"Bees were inoculated by injection into larvae or pupae and by feeding virus-contaminated food to adult workers."
64303,"Culture cell line: VERO cells\nVector: Culicidae (mosquitos)"
64303,"Culture cell line: VERO cells\nVector: Mosquitos"
59563,"Common name: mosquitos"
59563,"Common name: mosquitos"
59563,"Common name: mosquitos"
59563,"Common name: mosquitos"
59563,"Common name: mosquitos"
59563,"Common name: mosquitos"
44024,"Culture cell line: C6/36 (Aedes albopictus cells)"
44024,"The natural host for KOKV is unknown  but wallabies and kangaroos have been surmised."
44024,"The natural host for KOKV is unknown  but wallabies and kangaroos have been surmised."
370833,"N.benthamiana"
424944,"Salmonella enterica serovar Enteritidis"
1891764,"KI polyomavirus was identified by a molecular virus screening of human respiratory tract samples"
432587,"Gryllus bimaculatus"
420255,"Sida cardifolia => Sida"
434309,"Culture cell line: HFDK cells.\nLaboratory host: Mus musculus"
434309,"Culture cell line: HFDK cells.\nLaboratory host: Mus musculus"
435486,"The viral DNA from naturally infected tomato plants showing typical yellow stunt disease symptoms was amplified by PCR."
57482,"Culture cell line: BHK  BSR C13 cells"
57482,"Culture cell line: BHK  BSR C13 cells"
57482,"Culture cell line: BHK  BSR C13 cells"
70822,"Nicotiana hesperis"
306025,"rosemallows"
37127,"Phaseolus vulgaris"
37127,"Nicotiana benthamiana"
37127,"Citrus paradisi Macf."
37127,"C. jambhiri Lush"
37127,"Phaseolus vulgaris"
37127,"Nicotiana benthamiana"
37127,"Citrus paradisi Macf."
37127,"C. jambhiri Lush"
390440,"Mimosa"
2914005,"Basionym: Phormidium foveolarum"
409287,"Isolation: Tomato  plants (Solanum lycopersicum cv.  King  Kong  2) with typical symptoms of a geminivirus infection (stunted growth with yellow and curled leaves)."
409287,"Infection test: ""in agroinoculation experiments  TbLCTHV caused upward leaf curling and yellowing of N. benthamiana plants."""
12348,"L. delbrueckii subsp. lactis LKT"
447600,"Mimosa"
447598,"Mimosa"
368735,"Laboratory host: Nicotiana glutinosa  Nicotiana benthamiana"
368735,"Laboratory host: Nicotiana glutinosa  Nicotiana benthamiana"
439014,"A viral genome recovered from metagenomes."
439015,"A viral genome recovered from metagenomes. Predicted host: marine protists."
439016,"A viral genome recovered from metagenomes. Predicted host: marine protists."
445515,"Host=""Staphylococcus aureus spa310"""
445516,"Host=""Staphylococcus aureus spa310"""
445517,"Host=""Staphylococcus aureus spa310"""
28358,"Brevibacterium flavum CCM251"
2902891,"Bethlehem (AY500153)"
180903,"pineapple"
2886894,"Culture cell line: Vero cells\nLaboratory host: house mouse"
2886894,"Culture cell line: Vero cells\nLaboratory host: house mouse"
2886894,"Culture cell line: Vero cells\nLaboratory host: house mouse"
2886894,"Culture cell line: Vero cells\nLaboratory host: house mouse"
351495,"Raphanus sativus"
351495,"Raphanus sativus"
351495,"Raphanus sativus"
467481,"Strain Cd"
694001,"Miniopterus spp."
512792,"Acidianus convivator"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
465447,"Culture cell line: FHM cells"
1980493,"Culture cell line: Vero E6 cells"
1980493,"Culture cell line: Vero E6 cells"
328061,"Cruciferae"
328061,"Cruciferae"
390438,"Common name: glory-bower"
390438,"Common name: glory-bower"
515444,"Inferred from the name of the virus."
338079,"Culture cell line: BHK-21 cells  Vero cells."
338079,"Culture cell line: PBLs  Alpha-1 cells  Molt-4 cells  Cf2Th cells"
338079,"Culture cell line: PBLs  Alpha-1 cells  Molt-4 cells  Cf2Th cells"
338079,"Culture cell line: BHK-21 cells  Vero cells."
421976,"Curvularia protuberata"
421976,"Curvularia protuberata"
470166,"tomato"
470166,"tomato"
186786,"Laboratory host: Nicotiana benthamiana"
186786,"Laboratory host: Nicotiana benthamiana"
186786,"Laboratory host: Nicotiana benthamiana"
186786,"Laboratory host: Nicotiana benthamiana"
186786,"Laboratory host: Nicotiana benthamiana"
186786,"Laboratory host: Nicotiana benthamiana"
543939,"Validated viral hosts include the group A  B and C of Mimiviridae."
99179,"Strain HSP40  ATCC 205285"
446138,"domestic pig"
487311,"Culture cell line: Sua5B cells (Anopheles gambiae)"
312273,"Scrophularia nodosa"
312009,"Diascia"
312274,"Tetragonium expansa Thumb"
312275,"Phaseolus vulgaris L. cv. La victoire"
312275,"Vicia faba L. var. equina Pers."
312275,"V. faba var. minor (Pieterm.) Harz."
312275,"Vigna sinensis Endl."
312275,"V. faba var. major Harz."
270478,"Common name: Calla-lily"
263892,"Bougainvillea spectabilis"
565140,"Strain: Bacillus cereus HER1399 (ATCC 13472)"
253700,"Schlumbergera bridgesii"
619631,"Pedilanthus tithymaloides"
2169725,"Chaetoceros socialis Lauder f. radians (Schütt) Proschkina-Lavrenko"
2892342,"Lactobacillus paracasei NFBC 338"
64320,"Culture cell line: vero cells  AP61   C6/36  SM"
64320,"Culture cell line: vero cells  AP61   C6/36  SM"
64320,"Culture cell line: vero cells  AP61   C6/36  SM"
64320,"Culture cell line: vero cells  AP61   C6/36  SM"
64320,"Culture cell line: vero cells  AP61   C6/36  SM"
64311,"Common name: mosquitos"
64290,"Natural host: mosquitos"
64290,"Vector: mosquitos\nLaboratory host: house mouse"
643132,"Common name: mosquitos"
647294,"Infection was confirmed on pathogen-tested in vitro plants of the Peruvian sweetpotato landrace ""Huachano"" (accession no. CIP420065)."
50292,"human"
163654,"Albelmoschus esculentus => Abelmoschus esculentus"
642259,"A viral genome recovered from metagenomes."
335797,"Burkholderia pyrrocinia strain LMG 21824\nBurkholderia cenocepacia strain K56-2\nBurkholderia ambifaria strain LMG 19467"
335797,"Burkholderia pyrrocinia strain LMG 21824\nBurkholderia cenocepacia strain K56-2\nBurkholderia ambifaria strain LMG 19467"
335797,"Burkholderia pyrrocinia strain LMG 21824\nBurkholderia cenocepacia strain K56-2\nBurkholderia ambifaria strain LMG 19467"
283824,"Vecter: Anoeciidae"
283824,"Vecter: Anoeciidae"
283824,"Vecter: Anoeciidae"
283824,"Vecter: Anoeciidae"
283824,"Vecter: Anoeciidae"
283824,"Vecter: Anoeciidae"
283824,"Vecter: Anoeciidae"
283824,"Vecter: Anoeciidae"
1980426,"Vector: Eriophyes pyri"
1980426,"Vector: Eriophyes pyri"
1980426,"Vector: Eriophyes pyri"
1980426,"Vector: Eriophyes pyri"
665887,"Strain SMQ-404  SMQ-438"
52135,"Isolation: Tomato infectious chlorosis virus (TICV) was discovered in diseased tomato in Orange County  California."
52135,"Laboratory host: TICV Orange County isolate has been maintained in Nicotiana benthamiana Domin  N. clevelandii Gray  and Physalis wrightii Gray plants by transmission using T. vaporariorum."
52135,"Laboratory host: TICV Orange County isolate has been maintained in Nicotiana benthamiana Domin  N. clevelandii Gray  and Physalis wrightii Gray plants by transmission using T. vaporariorum."
52135,"Laboratory host: TICV Orange County isolate has been maintained in Nicotiana benthamiana Domin  N. clevelandii Gray  and Physalis wrightii Gray plants by transmission using T. vaporariorum."
52135,"Isolation: Tomato infectious chlorosis virus (TICV) was discovered in diseased tomato in Orange County  California."
52135,"Laboratory host: TICV Orange County isolate has been maintained in Nicotiana benthamiana Domin  N. clevelandii Gray  and Physalis wrightii Gray plants by transmission using T. vaporariorum."
52135,"Laboratory host: TICV Orange County isolate has been maintained in Nicotiana benthamiana Domin  N. clevelandii Gray  and Physalis wrightii Gray plants by transmission using T. vaporariorum."
52135,"Laboratory host: TICV Orange County isolate has been maintained in Nicotiana benthamiana Domin  N. clevelandii Gray  and Physalis wrightii Gray plants by transmission using T. vaporariorum."
43761,"Paralichthys olivaceus"
43761,"Atlantic halibut Hippoglossus hippoglossus"
43761,"Pacific cod Gadus macrocephalus"
43764,"Virus isolate:TPKag93. In vitro passage: ""inoculated separately into E-11 cells""."
43764,"Culture cell line: E-11 cells"
693629,"Strain DSM1651"
693894,"Abelmoscus esculentus => Abelmoschus esculentus"
1972623,"Suspected hosts from a screening of sera."
1972623,"Laboratory host cell: BHK-BSR cells."
1972623,"Possible vector."
421012,"Freesia hybrida"
421012,"Freesia sp."
687343,"isolation_source=""chimpanzee"""
871584,"Clostridium tyrobutyricum NCIMB 958  NCIMB 701753 and NCIMB 701756"
99585,"Plumeria rubra"
762660,"Acinetobacter sp. (H. Ackermann  D'Herelle Center  Canada; pers. commun.) in Table 1"
930881,"sweet potato"
743040,"Isolation: Leaf samples from two plants of A. conyzoides (ALION and AMJ) showing symptoms of Ageratum leaf curl disease (southwestern Cameroon  2006)."
880161,"Micromonas sp. RCC1109"
880161,"Strain: Micromonas pusilla RCC1109"
929769,"Sida sp."
38170,"Culture cell line: SPF chicken embryos，chicken liver cell line"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
38170,"Culture cell line: SPF chicken embryos  chicken liver cells"
995022,"Culture cell line: BS-C-1 (African green monkey epithelial kidney)"
857312,"Strain HER1187"
582345,"P. aeruginosa strain PA20"
582345,"P. aeruginosa PA1-3  PA5-10  PA14  PA18  PA20  PA23  PA25  PA26  PA30  PA101-104  S10"
925986,"rwinia amylovora"
928289,"pigeon"
1043184,"Blackberry virus E infects blackberry."
1051792,"Grapevine Pinot gris virus (GPGV) in symptomatic field plants of three different cultivars (Pinot gris  Traminer and Pinot noir) was detected by RT-PCR."
913970,"A viral genome recovered from metagenomes (from a turkey gastrointestinal system)."
325676,"Common name: mosquitos"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
75888,"Culture cell line: Vero cells"
1054461,"Strain: E. coli 4 s"
1074864,"No reference in 21697464. PMC3457178 refers."
1076255,"The natural host of Yoka poxvirus is currently unknown but it is most likely a mammal."
418827,"Common name: Yam-bean"
1120751,"Host species:Dichopogon capillipes"
1120751,"Host species: Dichopogon capillipes"
47985,"Inferred from the name of the virus."
2886902,"Escherichia coli O157:H7"
444875,"Prochlorococcus sp. MIT9515 => Prochlorococcus marinus str. MIT 9515"
445693,"Prochlorococcus sp. NATL1A => Prochlorococcus marinus str. NATL1A"
2758098,"Culture cell line: BtMsK  MDCK  PK-15  HEK293  Vero  Vero E6 cells"
2758098,"Culture cell line: BtMsK  MDCK  PK-15  HEK293  Vero  Vero E6 cells"
2758098,"Culture cell line: BtMsK  MDCK  PK-15  HEK293  Vero  Vero E6 cells"
2758098,"Culture cell line: BtMsK  MDCK  PK-15  HEK293  Vero  Vero E6 cells"
2758098,"Culture cell line: BtMsK  MDCK  PK-15  HEK293  Vero  Vero E6 cells"
2758098,"Culture cell line: BtMsK  MDCK  PK-15  HEK293  Vero  Vero E6 cells"
1159904,"Common name: night herons"
1159908,"Common name: Widgeon"
985683,"Common name: mosquitos"
380160,"Commo name: mosquitos"
1173297,"Bacteriophage from diseased seasquirt  Halocynthia roretzi."
1193422,"Culture cell line: goose embryo hepatocyte cells"
1033976,"Laboratory host: Physalis pubescens"
1033976,"Laboratory host: Physalis pubescens"
1033976,"Laboratory host: Physalis pubescens"
1033976,"Laboratory host: Physalis pubescens"
1033976,"Laboratory host: Physalis pubescens"
1033976,"Laboratory host: Physalis pubescens"
1048668,"Inferred from the name of the satellite."
1049283,"Strain AB09V  AB0902  AB0901"
992212,"Culture cell line: HB82(Canis lupus familiaris )"
992212,"Culture cell line: HB82(Canis lupus familiaris )"
992212,"Culture cell line: HB82(Canis lupus familiaris )"
1217821,"Host: The slug caterpillar Sibine fusca (syn. Acharia fusca; Limacodidae)."
857288,"Vector: Xiphinema diversicaudatum"
857288,"Strain barley (ArMV-ba)"
857288,"Vector: Xiphinema diversicaudatum"
857288,"Vector: Xiphinema diversicaudatum"
159141,"Vector: Culicoides oxystoma  Culex spp."
159141,"Vector: Culicoides oxystoma  Culex spp."
159150,"Vector: Culicoides spp."
159150,"Vector: Culicoides spp."
159141,"Vector: Culicoides oxystoma  Culex spp."
159150,"Vector: Culicoides spp."
1236047,"Common name: mosquitos"
1204524,"Streptomyces hygroscopicus"
2927987,"Streptomyces cattleya"
10732,"Streptomyces albus"
1072517,"Diuris corymbosa (No tax id)"
37105,"Lb. delbrueckii subsp. lactis ATCC 15808"
941058,"Strain RM125  UOT1285  ASK3002  168rpoCHis  ASK3100"
1264737,"Cronobacter malonaticus strain 3267"
1264737,"Cronobacter malonaticus strain 3267"
1204533,"Strain GL1"
859651,"Rosellinina necatrix strain W57"
859651,"Rosellinina necatrix strain W57"
676234,"Inferred from the name of the virus."
994672,"Suspected host: Several lines of evidence argue that the direction of TMAdV transmission was zoonotic (monkeys to humans) rather than anthroponotic (humans to monkeys)."
994672,"Isolation: New World monkeys (titi monkeys; Callicebus cupreus). Cause of a deadly outbreak in a closed colony."
38766,"Laboratory host: house mouse"
38766,"Laboratory host: house mouse"
929832,"Prochlorococcus NATL2A => Prochlorococcus marinus str. NATL2A"
1945560,"Culture cell line:C6/36  VeroE6 and VeroFM"
1945560,"Culture cell line:C6/36  VeroE6 and VeroFM"
1945560,"Culture cell line:C6/36  VeroE6 and VeroFM"
1945562,"Culture cell line: C6/36 cells"
1945562,"Culture cell line: C6/36 cells"
715480,"Helianthus annuus"
536444,"Prochlorococcus MIT9303 => Prochlorococcus marinus str. MIT 9303"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1219465,"Culture cell line:Vero cells  Help"
1294177,"mouse"
1352230,"Unpublished  from submitter provided text in sequence record AB823818."
1352230,"This virus is now called ""Bacteriophage Phi OH2"". No longer any mention of ""Thermus"" host mentioned in the sequence record AB823818."
1352230,"Prophage was found integrated in the genome."
1324128,"Habenaria radiata"
207656,"Strain NAFM5  Asahikawa  Miyagino  Naruse  Takahashi  1346  1395"
